ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Estigmergia/Bonabeau - Swarm Intelligence From Natural to Artificial Systems.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Estigmergia - Bonabeau - Swarm Intelligence From Natural to Artificial Systems - 1238fa349c.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Estigmergia/CAMAZINEtlI - A Mathematical Model of Self-organized Pattern Formation.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Estigmergia - CAMAZINEtlI - A Mathematical Model of Self-organized Pattern Formation - 24e130d9ab.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Estigmergia/Characteristics of Pattern Formation and Evolution in Approximations of Physarum Transport Networks.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Estigmergia - Characteristics of Pattern Formation and Evolution in Approximations of Physarum Transport Networks - 7afc8b4522.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Estigmergia/Garnier - The biological principles of swarm intelligence.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Estigmergia - Garnier - The biological principles of swarm intelligence - 1ec5f4e220.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Leibniz/Bouquiaux - Monads and chaos the vitality of leibnizs philosophy.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Leibniz - Bouquiaux - Monads and chaos the vitality of leibnizs philosophy - f304924f70.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Leibniz/Danowski - Predicados como acontecimentos em Leibniz.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Leibniz - Danowski - Predicados como acontecimentos em Leibniz - b38bc288eb.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Leibniz/Tarde - monadologia e sociologia.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Leibniz - Tarde - monadologia e sociologia - 59d7735af3.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Masculino/Edipo - Velho edipo em colono.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Masculino - Edipo - Velho edipo em colono - 3ba44285c5.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Adorno - Notas de literatura I.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Adorno - Notas de literatura I - aa9bf37820.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Autoetnografia um caminho metodologico para a pesq.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Autoetnografia um caminho metodologico para a pesq - 7814b008e3.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Creative practice as research discourse on methodology.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Creative practice as research discourse on methodology - 8fc8543411.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Morewedge - Human bias in algorithm design.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Morewedge - Human bias in algorithm design - d1f671b058.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Mruck - FORUM QUALITATIVE.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Mruck - FORUM QUALITATIVE - 0740c30cb9.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/O que é uma dissertação O que é uma tese.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - O que é uma dissertação O que é uma tese - 681a07bae8.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Metodologia/Why Minimal Guidance During Instruction Does Not Work An Analysis of the Failure of Constructivist,.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Metodologia - Why Minimal Guidance During Instruction Does Not Work An Analysis of the Failure of Constructivist, - 318aaf29b0.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Crowe - Humor in Workgroups and Teams.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Crowe - Humor in Workgroups and Teams - 9cc9841134.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Dialnet - AutoconstrucaoMutiraoEAutogestaoUmEstudoDosDebates-10201006.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Dialnet - AutoconstrucaoMutiraoEAutogestaoUmEstudoDosDebates-10201006 - 1ae86a681b.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Mutirao no processo construtivo de casas de barro.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Mutirao no processo construtivo de casas de barro - 94583ef4f1.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Projeto e Construção por Mutirão da Associação dos Moradores do Quilombo Dom João.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Projeto e Construção por Mutirão da Associação dos Moradores do Quilombo Dom João - 0aa4de9bac.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/SIACOT 2018 Tierra, cultura, hábitat resiliente y desarrollo sostenible A TRADIÇÃO DO ADOBE EM.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - SIACOT 2018 Tierra, cultura, hábitat resiliente y desarrollo sostenible A TRADIÇÃO DO ADOBE EM - 0a17548c02.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Territorialidades e exercícios de autonomia grupos sociais e.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Territorialidades e exercícios de autonomia grupos sociais e - b806b80142.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Mutirão/Universidade Federal de Uberlândia.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Mutirão - Universidade Federal de Uberlândia - 1fd6a65cc8.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/Arquivos da criação materialidades dos processos de criação.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - Arquivos da criação materialidades dos processos de criação - 153ca45cd1.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/BENNETT - Vibrant Matter A Political Ecology of Things.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - BENNETT - Vibrant Matter A Political Ecology of Things - b3c723a4e6.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/Jackson_Steven_J_Rethinking_Repair_Media.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - Jackson_Steven_J_Rethinking_Repair_Media - c3c7ede5b7.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/Pinho - Tim Ingold and object-oriented Anthropology.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - Pinho - Tim Ingold and object-oriented Anthropology - dba5332ba3.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/Ways of Making and knowing - INTRO.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - Ways of Making and knowing - INTRO - 439293ff88.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Novo Materialismo/umber - mdp-39015077549452-1668091230.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Novo Materialismo - umber - mdp-39015077549452-1668091230 - 803612d7e3.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/Kent Academic Repository.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - Kent Academic Repository - e39ed67316.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/Lewis - 20160219cpy..-century-of-the-self-transcript-4-part-film-series.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - Lewis - 20160219cpy..-century-of-the-self-transcript-4-part-film-series - 78db6ec912.md
skip	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/Kent Academic Repository.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - Kent Academic Repository - e39ed67316.md
skip	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/Lewis - 20160219cpy..-century-of-the-self-transcript-4-part-film-series.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - Lewis - 20160219cpy..-century-of-the-self-transcript-4-part-film-series - 78db6ec912.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/Sass - “A Flaw in the Great Diamond of the World” Reﬂections on Subjectivity and the Enterprise of.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - Sass - “A Flaw in the Great Diamond of the World” Reﬂections on Subjectivity and the Enterprise of - c0243bfab4.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/cidade & alma perspectivas.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - cidade & alma perspectivas - 80a91b77da.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Psicologia/do Amaral - Amaral Ciência e Psicose.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Psicologia - do Amaral - Amaral Ciência e Psicose - 1436d5a4e9.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Ruína/Benjamin - Ruins Allegories of Destruction in Benjamin and Speer.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Ruína - Benjamin - Ruins Allegories of Destruction in Benjamin and Speer - 80abcf9c14.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Ruína/Simmel - A Ruína.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Ruína - Simmel - A Ruína - 2582396190.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Andrade - An overview of university and post-university education in vernacular architecture.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Andrade - An overview of university and post-university education in vernacular architecture - 7c57a77626.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Burrinha - JessicaBurrinha.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Burrinha - JessicaBurrinha - 5cae82f079.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Correia - Introduction earthen architecture, an endangered vernacular heritage.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Correia - Introduction earthen architecture, an endangered vernacular heritage - 25f609a9f7.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Correia - the importance of creativity in vernacular heritage the importance of creativity in vernacular.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Correia - the importance of creativity in vernacular heritage the importance of creativity in vernacular - c8697bc674.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Koc - Additive manufacturing in construction bridging.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Koc - Additive manufacturing in construction bridging - ffdecd3ec3.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Marchante - Preliminary Analysis of the Impact of Finishing Layers on the Hygroscopic Performance of Vernacular.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Marchante - Preliminary Analysis of the Impact of Finishing Layers on the Hygroscopic Performance of Vernacular - dc0726173c.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Mutirao no processo construtivo de casas de barro.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Mutirao no processo construtivo de casas de barro - c30b45afcf.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Rocha - Additive Manufacturing of Earth-Based Materials A Literature Review on Mortar Composition,.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Rocha - Additive Manufacturing of Earth-Based Materials A Literature Review on Mortar Composition, - 26990ff5e6.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Terra Material/Vernacular architecture and traditional urbanism i.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Terra Material - Vernacular architecture and traditional urbanism i - af1c22e753.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Kelly - Feature Article.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Kelly - Feature Article - bf438370cd.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Molera - Key Parameters in the Production of Medieval Luster Colors and Shines.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Molera - Key Parameters in the Production of Medieval Luster Colors and Shines - 1c32a0d810.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Pradell - Lustre and Nanostructures—Ancient Technologies Revisited.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Pradell - Lustre and Nanostructures—Ancient Technologies Revisited - 4fa8c47dfc.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Schuller - Phase separation in glass.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Schuller - Phase separation in glass - bdbd6b5639.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Shelby - Introduction to Glass Science and Technology.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Shelby - Introduction to Glass Science and Technology - e93d934eb1.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Shevchenko - Reaction–Diffusion Pathways for a Programmable Nanoscale Texture of the Diamond–SiC Composite.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Shevchenko - Reaction–Diffusion Pathways for a Programmable Nanoscale Texture of the Diamond–SiC Composite - 92d9c4b191.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Vidro Ciência/Yasumori - Preparation of functional glasses and glass ceramics using stable immiscibility.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Vidro Ciência - Yasumori - Preparation of functional glasses and glass ceramics using stable immiscibility - 2b5a88e122.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Adorno - Curso sobre a origem do drama barroco.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Adorno - Curso sobre a origem do drama barroco - cdd3a8b113.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/BENJAMIN - Cadernos Walter Benjamin 24.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - BENJAMIN - Cadernos Walter Benjamin 24 - cee96b5aaa.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/BENJAMIN - O BARROCO EM WALTER BENJAMIN investigações freudianas.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - BENJAMIN - O BARROCO EM WALTER BENJAMIN investigações freudianas - a820bcdea4.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Benjamin - Das rui nas do passado a.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Benjamin - Das rui nas do passado a - ee9b8b1780.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Benjamin - Origem do drama barroco alemão.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Benjamin - Origem do drama barroco alemão - f79daf3b00.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Criar Educação, Criciúma, v. 13, nº2, jul dez 2024.– PPGE – UNESC – ISSN 2317-2452.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Criar Educação, Criciúma, v. 13, nº2, jul dez 2024.– PPGE – UNESC – ISSN 2317-2452 - 40505beddf.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Elane abreu.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Elane abreu - c12502e7be.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Escombros.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Escombros - b8a2ce1f18.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/O anjo melancolico ensaio sobre o concei.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - O anjo melancolico ensaio sobre o concei - ce39ce2848.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/O barroco alemao um problema contemporan.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - O barroco alemao um problema contemporan - bc45fb5815.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/O drama barroco alemao e a melancolia o.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - O drama barroco alemao e a melancolia o - 229b9f539b.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/Reflexoes sobre melancolia e alegoria em.pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - Reflexoes sobre melancolia e alegoria em - 296ac59b4c.md
ok	/Volumes/Documentos HD/Documento HD/Meu Trabalho/Estudos Acadêmicos/referencias-pdf/Walter Benjamin/The angel of history (1).pdf	/Users/gustavodeassis/Documents/pdf-research-md-external/referencias-next-5/Walter Benjamin - The angel of history (1) - 482acfdd8a.md
